id;kat;kat_de;kat_en;kat_sub_de;kat_sub_en;name;strasse;plz;gemeinde;landkreis;stellplaetze;emob;linien;website;phone;betreiber;oeffnungszeiten;vbn;x_wgs84;y_wgs84;haltestelle
BR200000004;8;Bike+Ride;Bike+Ride;"";"";Quakenbrück B+R Anlage 04 Südwest;;49610;Quakenbrück;Landkreis Osnabrück;64;f;RE18;;;;;f;7.94798806678188;52.6736643171745;
BR200000005;8;Bike+Ride;Bike+Ride;"";"";Bremerhaven-Lehe B+R-Anlage 04 Südost Sammelschließ;Bürgermeister-Kirschbaum-Platz;27580;Bremerhaven;Bremerhaven;60;t;RB33,RE9,RS2;;;Magistrat Stadt Bremerhaven, Amt für Straßen- und Brückenbau;;f;8.60033886655166;53.5661807973372;
BR200000135;8;Bike+Ride;Bike+Ride;"";"";Nordenham B+R Anlage Vorplatz Süd 03;Deichgräfenstraße;99999;Nordenham;Landkreis Wesermarsch;45;f;RS4;;;Stadt Nordenham;;f;8.48727420823326;53.484297163884;
BR200000212;8;Bike+Ride;Bike+Ride;"";"";Sellstedt B+R Anlage 02 Sammelschließanlage;;99999;Schiffdorf;Landkreis Cuxhaven;20;f;RB33;;;Gemeinde Schiffdorf;;f;8.72295300657783;53.5156155097744;
BR200000213;8;Bike+Ride;Bike+Ride;"";"";Wehdel B+R Anlage 02 Sammelschließanlage;;99999;Schiffdorf;Landkreis Cuxhaven;20;f;RB33;;;Gemeinde Schiffdorf;;f;8.8071719985422;53.5121751111658;
BR200000260;8;Bike+Ride;Bike+Ride;"";"";Etelsen B+R Anlage 05 Nord Sammelschließanlage;;99999;Langwedel;Landkreis Verden;28;f;RE1,RE8,RS1;;;;;f;9.12432475605852;52.9993832260183;
BR200000334;8;Bike+Ride;Bike+Ride;"";"";Bremen Hbf B+R ADFC Südwest 01;Beim Handelsmuseum;28195;Bremen;Bremen;1100;f;IC 30,IC 56,ICE,RB37,RB58,RE1,RE19,RE8,RE9,RS1,RS2,RS3,RS4;;;ADFC Geschäftsstelle\r\nhttp://www.adfc-bremen.de/adfc-radstation.html;;f;8.81229752962604;53.0833165218824;
BR200000335;8;Bike+Ride;Bike+Ride;"";"";Bremen Hbf B+R ADFC Nordwest 02;Willy-Brandt-Platz;28195;Bremen;Bremen;500;f;IC 30,IC 56,ICE,RB37,RB58,RE1,RE19,RE8,RE9,RS1,RS2,RS3,RS4;;;ADFC Geschäftsstelle\r\nhttp://www.adfc-bremen.de/adfc-radstation.html;;f;8.81448690035519;53.0843443151633;
BR200000338;8;Bike+Ride;Bike+Ride;"";"";Bremerhaven Hbf B+R Anlage Ost 01;Friedrich-Ebert-Straße;27570;Bremerhaven;Bremerhaven;31;f;RB33,RE8,RE9,RS2;;;;;f;8.59881189618513;53.5355833358213;
BR200000339;8;Bike+Ride;Bike+Ride;"";"";Bremerhaven Hbf B+R Anlage Nordost 02;Friedrich-Ebert-Straße;27570;Bremerhaven;Bremerhaven;120;f;RB33,RE8,RE9,RS2;;;;;f;8.59866167195959;53.5355199369137;
BR200000342;8;Bike+Ride;Bike+Ride;"";"";Bremerhaven Hbf B+R Anlage Nord 05;Friedrich-Ebert-Straße;27570;Bremerhaven;Bremerhaven;104;f;RB33,RE8,RE9,RS2;;;;;f;8.5985530448419;53.5358430361388;
BR200000343;8;Bike+Ride;Bike+Ride;"";"";Bremerhaven Hbf B+R Anlage Ost 06;Friedrich-Ebert-Straße;27570;Bremerhaven;Bremerhaven;20;f;RB33,RE8,RE9,RS2;;;;;f;8.59864514803491;53.5356726280854;
BR200000345;8;Bike+Ride;Bike+Ride;"";"";Delmenhorst B+R Anlage Süd 01;Wittekindstraße;27749;Delmenhorst;Delmenhorst;144;f;IC 56,RB58,RE1,RE19,RS3,RS4;;;;;f;8.63045500080498;53.0526145521006;
BR200000346;8;Bike+Ride;Bike+Ride;"";"";Delmenhorst B+R Anlage Ost 02;Wittekindstraße;27749;Delmenhorst;Delmenhorst;15;f;IC 56,RB58,RE1,RE19,RS3,RS4;;;;;f;8.63127036043646;53.052624895066;
BR200000347;8;Bike+Ride;Bike+Ride;"";"";Delmenhorst B+R Anlage Südwest 03;Wittekindstraße;27753;Delmenhorst;Delmenhorst;35;f;IC 56,RB58,RE1,RE19,RS3,RS4;;;;;f;8.62926882425848;53.0525610869471;
BR200000348;8;Bike+Ride;Bike+Ride;"";"";Delmenhorst B+R Anlage Nord 05;Weberstraße;27753;Delmenhorst;Delmenhorst;144;f;IC 56,RB58,RE1,RE19,RS3,RS4;;;;;f;8.62910074582029;53.0529447971595;
BR200000349;8;Bike+Ride;Bike+Ride;"";"";Delmenhorst B+R Anlage Südost 04;Wittekindstraße;27753;Delmenhorst;Delmenhorst;60;f;IC 56,RB58,RE1,RE19,RS3,RS4;;;;;f;8.63097373396852;53.0526604593874;
BR200000351;8;Bike+Ride;Bike+Ride;"";"";Leer(Ostfriesl) B+R Anlage 01 Nord;Bahnhofsring;26789;Leer;Landkreis Leer;112;f;IC 35,IC 56,RB57,RE1,RE15;;;;;f;7.46496775893022;53.2318504104606;
BR200000352;8;Bike+Ride;Bike+Ride;"";"";Leer(Ostfriesl) B+R Anlage 02 Süd;Bahnhofsring;26789;Leer;Landkreis Leer;99;f;IC 35,IC 56,RB57,RE1,RE15;;;;;f;7.46497989925134;53.2306733487639;
BR200000353;8;Bike+Ride;Bike+Ride;"";"";Oldenburg Hbf B+R Anlage Südost 01;Bahnhofsplatz;26122;Oldenburg;Oldenburg;1000;f;IC 56,RE1,RE18,RE19,RS3;;;;;f;8.22325185256261;53.1432591108756;
BR200000354;8;Bike+Ride;Bike+Ride;"";"";Oldenburg Hbf B+R Anlage Nord 02;Willy-Brandt-Platz;26122;Oldenburg;Oldenburg;500;f;IC 56,RE1,RE18,RE19,RS3;;;;;f;8.22213214022185;53.1448512892088;
BR200000361;8;Bike+Ride;Bike+Ride;"";"";Osnabrück Hbf B+R Anlage West 03;Theodor-Heuss-Platz;49074;Osnabrück;Osnabrück;900;f;IC 30,IC 77,RB58,RB61,RB66,RB75,RE18,RE60,RE9;;;;;f;8.05897764342992;52.2734302837766;
BR200000362;8;Bike+Ride;Bike+Ride;"";"";Quakenbrück B+R Anlage Süd 01;Wilhelmstraße;49610;Quakenbrück;Landkreis Osnabrück;26;f;RE18;;;;;f;7.94882720089663;52.6735296778459;
BR200000363;8;Bike+Ride;Bike+Ride;"";"";Quakenbrück B+R Anlage Nord 02;Am Bahnhof;49610;Quakenbrück;Landkreis Osnabrück;96;f;RE18;;;;;f;7.94820068704423;52.6743778622859;
BR200000364;8;Bike+Ride;Bike+Ride;"";"";Rotenburg (W) B+R Anlage 01 Südwest;Am Bahnhof;27356;Rotenburg;Landkreis Rotenburg (Wümme);344;f;RB41,RB76,RE4;;;;;f;9.39114175271624;53.1122748702929;
BR200000365;8;Bike+Ride;Bike+Ride;"";"";Rotenburg (W) B+R Anlage 02 West Boxen;Am Bahnhof;27356;Rotenburg;Landkreis Rotenburg (Wümme);64;f;RB41,RB76,RE4;;;;;f;9.39091368049852;53.112238240014;
BR200000367;8;Bike+Ride;Bike+Ride;"";"";Rotenburg (W) B+R Anlage 04 Südost Sammelschließ;Am Bahnhof;27356;Rotenburg;Landkreis Rotenburg (Wümme);26;f;RB41,RB76,RE4;;;;;f;9.39218106514923;53.1123648970646;
BR200000369;8;Bike+Ride;Bike+Ride;"";"";Bassum B+R Anlage 02 West;Am Bahnhof;27211;Bassum;Landkreis Diepholz;120;f;RE9,RS2;;;;;f;8.73934277822836;52.8473182999654;
BR200000370;8;Bike+Ride;Bike+Ride;"";"";Bassum B+R Anlage 03 Nord Sammelschließ;Am Bahnhof;27211;Bassum;Landkreis Diepholz;60;f;RE9,RS2;;;Stadt Bassum;;f;8.74016268628867;52.8478411961537;
BR200000371;8;Bike+Ride;Bike+Ride;"";"";Achim B+R Anlage 01 Nord;Gaswerkstraße;28832;Achim;Landkreis Verden;28;f;RB37,RE1,RE8,RS1;;;;;f;9.03049390294297;53.0161536811655;
BR200000372;8;Bike+Ride;Bike+Ride;"";"";Achim B+R Anlage 02 Südost;Zum Achimer Bahnhof;28832;Achim;Landkreis Verden;146;f;RB37,RE1,RE8,RS1;;;;;f;9.0319438644644;53.0155609480319;
BR200000373;8;Bike+Ride;Bike+Ride;"";"";Achim B+R Anlage 03 Südwest;Bahnhofsvorplatz;28832;Achim;Landkreis Verden;132;f;RB37,RE1,RE8,RS1;;;;;f;9.03031310572217;53.0158686085337;
BR200000374;8;Bike+Ride;Bike+Ride;"";"";Achmer B+R Anlage 01;Lange Straße;49565;Bramsche;Landkreis Osnabrück;28;f;RB58,RE18;;;;;f;7.94150385308367;52.3904476854918;
BR200000375;8;Bike+Ride;Bike+Ride;"";"";Ahlhorn B+R Anlage West 01;Am Bahnhof;26197;Großenkneten;Landkreis Oldenburg;74;f;RE18;;;;;f;8.20915505169362;52.8993066784303;
BR200000376;8;Bike+Ride;Bike+Ride;"";"";Ahlhorn B+R Anlage Ost 02;Ladestraße;26197;Großenkneten;Landkreis Oldenburg;48;f;RE18;;;;;f;8.20977959284528;52.8996039618556;
BR200000377;8;Bike+Ride;Bike+Ride;"";"";Hude B+R Anlage Nordost 01;;27798;Hude (Oldenburg);Landkreis Oldenburg;50;f;IC 56,RE1,RE19,RS3,RS4;;;;;f;8.46116981993544;53.1098600363198;
BR200000378;8;Bike+Ride;Bike+Ride;"";"";Hude B+R Anlage Nord 02;Ladestraße;27798;Hude (Oldenburg);Landkreis Oldenburg;130;f;IC 56,RE1,RE19,RS3,RS4;;;;;f;8.46052414366453;53.110144660531;
BR200000379;8;Bike+Ride;Bike+Ride;"";"";Hude B+R Anlage Süd 03;Hohe Straße;27798;Hude (Oldenburg);Landkreis Oldenburg;249;f;IC 56,RE1,RE19,RS3,RS4;;;;;f;8.45966549880348;53.1095477094645;
BR200000380;8;Bike+Ride;Bike+Ride;"";"";Hude B+R Anlage Süd West West 04;Hohe Straße;27798;Hude (Oldenburg);Landkreis Oldenburg;50;f;IC 56,RE1,RE19,RS3,RS4;;;;;f;8.45921562388271;53.1096984273895;
BR200000381;8;Bike+Ride;Bike+Ride;"";"";Hude B+R Anlage Süd Ost 05;Hohe Straße;27798;Hude (Oldenburg);Landkreis Oldenburg;40;f;IC 56,RE1,RE19,RS3,RS4;;;;;f;8.4615718439238;53.1087566021013;
BR200000383;8;Bike+Ride;Bike+Ride;"";"";Hude B+R Anlage Nord West 07;;27798;Hude (Oldenburg);Landkreis Oldenburg;20;f;IC 56,RE1,RE19,RS3,RS4;;;;;f;8.46028410414317;53.1102334316084;
BR200000387;8;Bike+Ride;Bike+Ride;"";"";Langwedel B+R Anlage 04 Nord Sammelschließ;Birkenallee;27299;Langwedel;Landkreis Verden;20;f;RB37,RS1;;;;;f;9.19590781832217;52.9780954448865;
BR200000388;8;Bike+Ride;Bike+Ride;"";"";Langwedel B+R Anlage 05 Nord;Birkenallee;27299;Langwedel;Landkreis Verden;30;f;RB37,RS1;;;;;f;9.1960421299712;52.9781671098395;
BR200000389;8;Bike+Ride;Bike+Ride;"";"";Aschendorf B+R Anlage West 01;Zur Waage;26871;Papenburg;Landkreis Emsland;36;f;RE15;;;;;f;7.33702573693653;53.0525306094761;
BR200000392;8;Bike+Ride;Bike+Ride;"";"";Augustfehn B+R Anlage West 01;Bahnhofstraße;26689;Apen;Landkreis Ammerland;29;f;IC 56,RE1;;;;;f;7.75803140640448;53.2208315342836;
BR200000393;8;Bike+Ride;Bike+Ride;"";"";Augustfehn B+R Anlage Nordwest 02;Bahnhofstraße;26689;Apen;Landkreis Ammerland;57;f;IC 56,RE1;;;;;f;7.75816585734816;53.2208419208291;
BR200000395;8;Bike+Ride;Bike+Ride;"";"";Augustfehn B+R Anlage West 04;Bahnhofstraße;26689;Apen;Landkreis Ammerland;32;f;IC 56,RE1;;;;;f;7.76169392755851;53.220510185317;
BR200000396;8;Bike+Ride;Bike+Ride;"";"";Bad Zwischenahn B+R Anlage Nord-Nord 01;Wilhelmstraße;26160;Bad Zwischenahn;Landkreis Ammerland;75;f;IC 56,RE1,RS3;;;;;f;8.00294525226752;53.1828111594856;
BR200000397;8;Bike+Ride;Bike+Ride;"";"";Bad Zwischenahn B+R Anlage Nord-Süd 02;Wilhelmstraße;26160;Bad Zwischenahn;Landkreis Ammerland;56;f;IC 56,RE1,RS3;;;;;f;8.00279735982759;53.1827380348528;
BR200000398;8;Bike+Ride;Bike+Ride;"";"";Bad Zwischenahn B+R Anlage Süd 04;Oldenburger Straße;26160;Bad Zwischenahn;Landkreis Ammerland;40;f;IC 56,RE1,RS3;;;;;f;8.00241621714072;53.1824023659425;
BR200000400;8;Bike+Ride;Bike+Ride;"";"";Bad Zwischenahn B+R Anlage Südwest 05;Ladestraße;26160;Bad Zwischenahn;Landkreis Ammerland;34;f;IC 56,RE1,RS3;;;;;f;8.00177207888636;53.1824419032882;
BR200000401;8;Bike+Ride;Bike+Ride;"";"";Baden (Kr Verden) B+R Anlage 01 West;Am Badener Bahnhof;28832;Achim;Landkreis Verden;64;f;RS1;;;;;f;9.08158424709385;53.0075503020623;
BR200000402;8;Bike+Ride;Bike+Ride;"";"";Baden (Kr Verden) B+R Anlage 02 Süd;Am Badener Bahnhof;28832;Achim;Landkreis Verden;32;f;RS1;;;;;f;9.08177786262915;53.0075232105613;
BR200000403;8;Bike+Ride;Bike+Ride;"";"";Baden (Kr Verden) B+R Anlage 03 Ost;Am Badener Bahnhof;28832;Achim;Landkreis Verden;40;f;RS1;;;;;f;9.08244764363597;53.0072082405494;
BR200000404;8;Bike+Ride;Bike+Ride;"";"";Baden (Kr Verden) B+R Anlage 04 Nord;Badener Holz;28832;Achim;Landkreis Verden;20;f;RS1;;;;;f;9.08243404021827;53.0078821870941;
BR200000406;8;Bike+Ride;Bike+Ride;"";"";Norden B+R Anlage Nordost 02;Bahnhofstraße;26506;Norden;Landkreis Aurich;45;f;IC 35,IC 56,RE1;;;;;f;7.21840579635271;53.5884545509233;
BR200000407;8;Bike+Ride;Bike+Ride;"";"";Norden B+R Anlage Südwest 03;Bahnhofstraße;26506;Norden;Landkreis Aurich;52;f;IC 35,IC 56,RE1;;;;;f;7.21827108634677;53.5884255864809;
BR200000408;8;Bike+Ride;Bike+Ride;"";"";Barnstorf B+R Anlage 01 Nordwest;Bahnhofstraße;49406;Barnstorf;Landkreis Diepholz;24;f;RE9;;;;;f;8.51029324788146;52.7077510064674;
BR200000410;8;Bike+Ride;Bike+Ride;"";"";Barnstorf B+R Anlage 03 Süd Sammelschließanlage;Bahnhofstraße;49406;Barnstorf;Landkreis Diepholz;36;f;RE9;;;;;f;8.50967658854423;52.7072612204718;
BR200000411;8;Bike+Ride;Bike+Ride;"";"";Barrien B+R Anlage 01 Südost Boxen;Bremer Straße;28857;Syke;Landkreis Diepholz;21;f;RS2;;;;;f;8.81836316135413;52.9464178574738;
BR200000412;8;Bike+Ride;Bike+Ride;"";"";Barrien B+R Anlage 02 Ost;Bremer Straße;28857;Syke;Landkreis Diepholz;32;f;RS2;;;;;f;8.8185713183395;52.946445132079;
BR200000414;8;Bike+Ride;Bike+Ride;"";"";Barrien B+R Anlage 04 West;Bremer Straße;28857;Syke;Landkreis Diepholz;24;f;RS2;;;;;f;8.81813870125848;52.9467320229639;
BR200000415;8;Bike+Ride;Bike+Ride;"";"";Barrien B+R Anlage 05 Süd Boxen;Bremer Straße;28857;Syke;Landkreis Diepholz;11;f;RS2;;;;;f;8.81806484475768;52.9466061073174;
BR200000418;8;Bike+Ride;Bike+Ride;"";"";Hemmoor B+R Anlage Südost 01;An der Bahn;21745;Hemmoor;Landkreis Cuxhaven;130;f;RE5;;;;;f;9.16636601023987;53.683876664151;
BR200000419;8;Bike+Ride;Bike+Ride;"";"";Hemmoor B+R Anlage Nordost 02;An der Bahn;21745;Hemmoor;Landkreis Cuxhaven;40;f;RE5;;;;;f;9.16698729619559;53.6840644773938;
BR200000420;8;Bike+Ride;Bike+Ride;"";"";Hemmoor B+R Anlage West 03;Otto-Peschel-Straße;21745;Hemmoor;Landkreis Cuxhaven;28;f;RE5;;;;;f;9.16595676128963;53.6837244922145;
BR200000421;8;Bike+Ride;Bike+Ride;"";"";Hemmoor B+R Anlage Südwest 04;Otto-Peschel-Straße;21745;Hemmoor;Landkreis Cuxhaven;24;f;RE5;;;;;f;9.16610775623687;53.6836344339614;
BR200000422;8;Bike+Ride;Bike+Ride;"";"";Berne B+R Anlage West 01;Bahnhofstraße;27804;Berne;Landkreis Wesermarsch;30;f;RS4;;;;;f;8.47564655502453;53.1840034052754;
BR200000423;8;Bike+Ride;Bike+Ride;"";"";Berne B+R Anlage Nord 02;Bahnhofstraße;27804;Berne;Landkreis Wesermarsch;20;f;RS4;;;;;f;8.47576816747351;53.1841509452473;
BR200000424;8;Bike+Ride;Bike+Ride;"";"";Berne B+R Anlage Süd 03;Bahnhofstraße;27804;Berne;Landkreis Wesermarsch;20;f;RS4;;;;;f;8.47571938729066;53.1839188108996;
BR200000425;8;Bike+Ride;Bike+Ride;"";"";Bersenbrück B+R Anlage Süd 01;Am Bahnhof;49593;Bersenbrück;Landkreis Osnabrück;84;f;RE18;;;;;f;7.94297309869142;52.5508344390648;
BR200000426;8;Bike+Ride;Bike+Ride;"";"";Bersenbrück B+R Anlage Nord 02;Am Bahnhof;49593;Bersenbrück;Landkreis Osnabrück;40;f;RE18;;;;;f;7.94272193738896;52.5514702684827;
BR200000427;8;Bike+Ride;Bike+Ride;"";"";Bersenbrück B+R Anlage Ost 03;Am Bahnhof;49593;Bersenbrück;Landkreis Osnabrück;30;f;RE18;;;;;f;7.94279822742037;52.5513631064302;
BR200000428;8;Bike+Ride;Bike+Ride;"";"";Bohmte B+R Anlage Ost 01;Bremer Straße;49163;Bohmte;Landkreis Osnabrück;30;f;RE9;;;;;f;8.30810321770516;52.3613551876308;
BR200000429;8;Bike+Ride;Bike+Ride;"";"";Bohmte B+R Anlage Süd 02;Bremer Straße;49163;Bohmte;Landkreis Osnabrück;60;f;RE9;;;;;f;8.3074128465735;52.3604434629761;
BR200000430;8;Bike+Ride;Bike+Ride;"";"";Bohmte B+R Anlage Nord 03;Bremer Straße;49163;Bohmte;Landkreis Osnabrück;30;f;RE9;;;;;f;8.30811939148319;52.3622000576599;
BR200000431;8;Bike+Ride;Bike+Ride;"";"";Bookholzberg B+R Anlage Nord 01;An der Bahn;27777;Ganderkesee;Landkreis Oldenburg;60;f;RS3;;;;;f;8.53152943657249;53.0992665852975;
BR200000432;8;Bike+Ride;Bike+Ride;"";"";Bookholzberg B+R Anlage Südwest 02;Stedinger Straße;27777;Ganderkesee;Landkreis Oldenburg;22;f;RS3;;;;;f;8.53160921627022;53.0988070970065;
BR200000433;8;Bike+Ride;Bike+Ride;"";"";Bookholzberg B+R Anlage Südwest 03;Stedinger Straße;27777;Ganderkesee;Landkreis Oldenburg;22;f;RS3;;;Rund ums Rad, Delmenhorst, 04221-72133;;f;8.53167338495507;53.0987820092737;
BR200000434;8;Bike+Ride;Bike+Ride;"";"";Brake (Unterweser) B+R Anlage Nord 01;Palisadenweg;26919;Brake;Landkreis Wesermarsch;40;f;RS4;;;;;f;8.4812693238827;53.3294765720743;
BR200000436;8;Bike+Ride;Bike+Ride;"";"";Bramsche B+R Anlage Ost 01;Bahnhofstraße;49565;Bramsche;Landkreis Osnabrück;88;f;RB58,RE18;;;;;f;7.97532654179554;52.4104273246822;
BR200000437;8;Bike+Ride;Bike+Ride;"";"";Bramsche B+R Anlage Süd 02;Bahnhofstraße;49565;Bramsche;Landkreis Osnabrück;48;f;RB58,RE18;;;;;f;7.97568271353379;52.4102776285727;
BR200000438;8;Bike+Ride;Bike+Ride;"";"";Bramstedt (b. Syke) B+R Anlage 01;Dorfstraße;27211;Bassum;Landkreis Diepholz;19;f;RE9,RS2;;;;;f;8.78637229139401;52.8719698161494;
BR200000440;8;Bike+Ride;Bike+Ride;"";"";Bremen-Burg B+R Anlage West 01;Bremer Heerstraße;28719;Bremen;Bremen;114;f;RS1,RS2;;;;;f;8.70411538568032;53.1597002890843;
BR200000442;8;Bike+Ride;Bike+Ride;"";"";Bremen-Burg B+R Anlage 02 Boxen;Bremer Heerstraße;28719;Bremen;Bremen;28;f;RS1,RS2;;;;;f;8.70481895334851;53.1595672465683;
BR200000444;8;Bike+Ride;Bike+Ride;"";"";Bremen-Hemelingen B+R Anlage West 02;Ringstraße;28309;Bremen;Bremen;30;f;RS2;;;;;f;8.886348278703;53.0549340755261;
BR200000445;8;Bike+Ride;Bike+Ride;"";"";Bremen-Hemelingen B+R Anlage Nordost 03;Hemelinger Rampe;28309;Bremen;Bremen;40;f;RS2;;;;;f;8.88715371602749;53.0548988947923;
BR200000446;8;Bike+Ride;Bike+Ride;"";"";Bremen-Hemelingen B+R Anlage Ost 04;Hemelinger Rampe;28309;Bremen;Bremen;84;f;RS2;;;;;f;8.88637859984629;53.0547454034084;
BR200000447;8;Bike+Ride;Bike+Ride;"";"";Bremen-Lesum B+R Anlage West 01;Lesumer Heerstraße;28717;Bremen;Bremen;88;f;RS1;;;;;f;8.68579415912795;53.1709573803124;
BR200000448;8;Bike+Ride;Bike+Ride;"";"";Bremen-Lesum B+R Anlage Boxen 02;Lesumer Heerstraße;28717;Bremen;Bremen;12;f;RS1;;;;;f;8.68564501455523;53.1709030739401;
BR200000453;8;Bike+Ride;Bike+Ride;"";"";Bremen-Mahndorf B+R Anlage 04 Nordwest;Mahndorfer Landstraße;28307;Bremen;Bremen;88;f;RB37,RE1,RE8,RS1;;;;;f;8.94423214695753;53.0406067371265;
BR200000456;8;Bike+Ride;Bike+Ride;"";"";Bremen-Oslebshausen B+R Anlage Nordwest 01;Am Oslebshauser Bahnhof;28239;Bremen;Bremen;16;f;RS1;;;;;f;8.74020269002543;53.1352624670172;
BR200000460;8;Bike+Ride;Bike+Ride;"";"";Bremen-Schönebeck B+R Anlage 01;;28759;Bremen;Bremen;42;f;RS1;;;;;f;8.6497456700116;53.1726370881848;
BR200000463;8;Bike+Ride;Bike+Ride;"";"";Bremen-St.Magnus B+R Anlage Ost 01;Kastanienallee;28717;Bremen;Bremen;20;f;RS1;;;;;f;8.66917770247205;53.1712808926907;
BR200000466;8;Bike+Ride;Bike+Ride;"";"";Bremen-Vegesack B+R Anlage Nord 01;Vegesacker Bahnhofsplatz;28759;Bremen;Bremen;118;f;RS1;;;;;f;8.62957569918012;53.1699245257071;
BR200000467;8;Bike+Ride;Bike+Ride;"";"";Bremen-Vegesack B+R Anlage Nordost 02;Vegesacker Bahnhofsplatz;28759;Bremen;Bremen;36;f;RS1;;;;;f;8.62971166916854;53.1697632063516;
BR200000468;8;Bike+Ride;Bike+Ride;"";"";Bremen-Vegesack B+R Anlage Nordwest 03a;Vegesacker Bahnhofsplatz;28759;Bremen;Bremen;21;f;;;;;;f;8.62948690639202;53.1698164224634;
BR200000469;8;Bike+Ride;Bike+Ride;"";"";Bremen-Vegesack B+R Anlage Südwest 03;Vegesacker Bahnhofsplatz;28759;Bremen;Bremen;210;f;RS1;;;;;f;8.62865378114068;53.1693196229371;
BR200000470;8;Bike+Ride;Bike+Ride;"";"";Bremen-Walle B+R Anlage Mitte 01;Waller Ring;28219;Bremen;Bremen;36;f;RS1;;;;;f;8.78670908757251;53.1033745903442;
BR200000473;8;Bike+Ride;Bike+Ride;"";"";Bremerhaven-Lehe B+R Anlage 01 Südwest;Bürgermeister-Kirschbaum-Platz;27580;Bremerhaven;Bremerhaven;148;f;RB33,RE9,RS2;;;;;f;8.60024270254812;53.5662631389368;
BR200000475;8;Bike+Ride;Bike+Ride;"";"";Bremerhaven-Lehe B+R Anlage 03 Südost;Bürgermeister-Kirschbaum-Platz;27580;Bremerhaven;Bremerhaven;34;f;RB33,RE9,RS2;;;;;f;8.6003786215693;53.5662546073009;
BR200000476;8;Bike+Ride;Bike+Ride;"";"";Brettorf B+R Anlage Nord 01;Raiffeisenstraße;27801;Dötlingen;Landkreis Oldenburg;12;f;RB58;;;;;f;8.44724359622401;52.9672569079178;
BR200000477;8;Bike+Ride;Bike+Ride;"";"";Brettorf B+R Anlage Süd 02;Raiffeisenstraße;27801;Dötlingen;Landkreis Oldenburg;12;f;RB58;;;;;f;8.44668181153623;52.9667022873263;
BR200000478;8;Bike+Ride;Bike+Ride;"";"";Bruchmühlen B+R Anlage Südost 01;Meller Straße;49328;Melle;Landkreis Osnabrück;14;f;RB61;;;;;f;8.44925688861914;52.2042663063081;
BR200000479;8;Bike+Ride;Bike+Ride;"";"";Bruchmühlen B+R Anlage Südwest 02;Meller Straße;49328;Melle;Landkreis Osnabrück;18;f;RB61;;;;;f;8.44793681543148;52.2045567212594;
BR200000482;8;Bike+Ride;Bike+Ride;"";"";Buxtehude B+R Anlage Nordost 01;Am Bundesbahnhof;21614;Buxtehude;Stade;312;f;RB33,RE5,S3;;;;;f;9.68913672373606;53.4705143039737;
BR200000483;8;Bike+Ride;Bike+Ride;"";"";Buxtehude B+R Anlage Südwest 02;Am Kleinbahnhof;21614;Buxtehude;Stade;192;f;RB33,RE5,S3;;;;;f;9.68747554731122;53.4702273660182;
BR200000484;8;Bike+Ride;Bike+Ride;"";"";Buxtehude B+R Anlage West 03;Brauereiweg;21614;Buxtehude;Stade;48;f;RB33,RE5,S3;;;;;f;9.68723636413224;53.4703365668644;
BR200000486;8;Bike+Ride;Bike+Ride;"";"";Buxtehude B+R Anlage Südost 05;Stader Straße;21614;Buxtehude;Stade;172;f;RB33,RE5,S3;;;;;f;9.68929682468527;53.4701719377777;
BR200000488;8;Bike+Ride;Bike+Ride;"";"";Cadenberge B+R Anlage 01;Bahnhofstraße;21781;Cadenberge;Landkreis Cuxhaven;126;f;RE5;;;;;f;9.05808574483798;53.768237592834;
BR200000489;8;Bike+Ride;Bike+Ride;"";"";Cloppenburg B+R Anlage Nordost 01;Bahnhofstraße;49661;Cloppenburg;Landkreis Cloppenburg;32;f;RE18;;;;;f;8.05621905849892;52.8442872423987;
BR200000490;8;Bike+Ride;Bike+Ride;"";"";Cloppenburg B+R Anlage Süd 02;Ladestraße;49661;Cloppenburg;Landkreis Cloppenburg;80;f;RE18;;;;;f;8.05512834201644;52.8439370892469;
BR200000492;8;Bike+Ride;Bike+Ride;"";"";Cuxhaven B+R Anlage Südost 01;Meyerstraße;27472;Cuxhaven;Landkreis Cuxhaven;60;f;RB33,RE5;;;;;f;8.7031054767457;53.8611824785509;
BR200000494;8;Bike+Ride;Bike+Ride;"";"";Diepholz B+R Anlage 01 Nord Boxen;Burslopp;49356;Diepholz;Landkreis Diepholz;98;f;IC 30,RE9;;;;;f;8.38050361516218;52.6056480742718;
BR200000495;8;Bike+Ride;Bike+Ride;"";"";Diepholz B+R Anlage 02 Nordwest;Burslopp;49356;Diepholz;Landkreis Diepholz;180;f;IC 30,RE9;;;;;f;8.38043285612821;52.6054320268215;
BR200000496;8;Bike+Ride;Bike+Ride;"";"";Diepholz B+R Anlage 03 Südwest;Bahnhofstraße;49356;Diepholz;Landkreis Diepholz;50;f;IC 30,RE9;;;;;f;8.3796896189512;52.6047541479004;
BR200000497;8;Bike+Ride;Bike+Ride;"";"";Diepholz B+R Anlage 04 Ost;Nährweg;49356;Diepholz;Landkreis Diepholz;40;f;IC 30,RE9;;;;;f;8.38191856667113;52.6047478145706;
BR200000499;8;Bike+Ride;Bike+Ride;"";"";Dissen-Bad Rothenfelde B+R Anlage West 02;Am Bahnhof;49201;Dissen;Landkreis Osnabrück;20;f;RB75;;;;;f;8.18432395287016;52.1121234761277;
